cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,kv_cache_lens,iteration,sm_clock,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J,avg_gpu_util,avg_memory_util,avg_temperature
NONE,16,1230,4096,Qwen/Qwen3-8B_prefill-all,0,2,1230,1202120,65536,4.8986,1,245.92864,1204.706035904,100.0,15.44,45.96
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,4096,0,1230,362958,1040,1.7137,65,201.78600000000003,345.8006682000001,100.0,57.0,42.0
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,4096,1,1230,342599,1040,1.7137,65,201.767,345.7681079,100.0,57.0,42.0
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,4096,2,1230,342591,1040,1.7135,65,201.91400000000002,345.979639,100.0,57.0,42.0
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,4097,0,1230,342336,1040,1.7129,65,201.8788888888889,345.7983487777778,100.0,57.0,41.77777777777778
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,4097,1,1230,342402,1040,1.713,65,202.0031111111111,346.03132933333336,100.0,57.0,41.0
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,4097,2,1230,362314,1040,1.7131,65,201.1473333333333,344.5854967333333,100.0,57.0,41.0
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,4098,0,1230,341971,1040,1.7132,65,201.39611111111108,345.0318175555555,100.0,57.0,41.0
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,4098,1,1230,341792,1040,1.7134,65,201.52533333333335,345.2935061333334,100.0,57.0,41.0
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,4098,2,1230,341687,1040,1.7135,65,201.5571111111111,345.3681098888889,100.0,57.0,41.0
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,4099,0,1230,341412,1040,1.7131,65,201.63444444444445,345.4199667777778,100.0,57.0,41.0
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,4099,1,1230,341853,1040,1.7131,65,201.30244444444446,344.85121757777785,100.0,57.0,40.111111111111114
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,4099,2,1230,361761,1040,1.7134,65,200.90733333333336,344.23462493333335,100.0,57.0,40.0
